date,channel,spend
2019-02-19,Instagram,2.17
2019-02-19,Instagram,2.99
2019-02-19,Instagram,0.43
2019-02-19,Instagram,3.51
2019-02-19,Instagram,0.15
2019-02-19,Instagram,21.840915
2019-02-19,Instagram,2.199085
2019-02-19,Instagram,0.37
2019-02-19,Instagram,6.94
2019-02-19,Instagram,2.96
2019-02-19,Instagram,1.98
2019-02-19,Instagram,4.45
2019-02-19,Instagram,6.34
2019-02-19,Instagram,27.56
2019-02-19,Instagram,4.34
2019-02-19,Instagram,8.33
2019-02-19,Instagram,8.24
2019-02-19,Instagram,15.4
2019-02-19,Instagram,25.18
2019-02-19,Facebook,17.25
2019-02-19,Facebook,26.54
2019-02-19,Facebook,67.15
2019-02-19,Facebook,21.28
2019-02-19,Facebook,0.09
2019-02-19,Facebook,5.39
2019-02-19,Media,29.387832
2019-02-19,Media,214.221305
2019-02-19,Media,524.322912
2019-02-19,Media,77.40795
2019-02-19,Media,25.18219
2019-02-19,Media,10.216831
2019-02-19,Media,222.540979
2019-02-19,Media,92.06
2019-02-19,Instagram,13.61
2019-02-19,Instagram,35.45
2019-02-19,Instagram,6.01
2019-02-19,Instagram,7.98
2019-02-19,Instagram,12.97
2019-02-19,Instagram,11.85
2019-02-19,Instagram,55.94
2019-02-19,Instagram,18.84
2019-02-19,Instagram,17.65
2019-02-19,Instagram,0.93
2019-02-19,Instagram,1.18
2019-02-19,Instagram,0.02
2019-02-19,Instagram,75.15
2019-02-19,Instagram,16.75
2019-02-19,Instagram,13.07
2019-02-19,Instagram,9.46
2019-02-19,Instagram,47.94
2019-02-19,Instagram,0.06
2019-02-19,Instagram,15.06
2019-02-19,Instagram,80.42
2019-02-19,Instagram,20.1
2019-02-19,Media,584.199856
2019-02-19,Media,48.393361
2019-02-19,Media,16.687711
2019-02-19,Media,6.759073
2019-02-19,Media,401.45
2019-02-19,Media,100.65
2019-02-19,Media,406.88
2019-02-20,Media,103.42
2019-02-20,Media,86.15
2019-02-20,Media,130.37
2019-02-20,Media,50.29
2019-02-20,Media,242.07
2019-02-20,Facebook,18.42
2019-02-20,Facebook,8.97
2019-02-20,Facebook,19.08
2019-02-20,Facebook,3.48
2019-02-20,Facebook,44.37
2019-02-20,Facebook,23.81
2019-02-20,Facebook,6.02
2019-02-20,Facebook,17.87
2019-02-20,Facebook,2.7
2019-02-20,Facebook,1.56
2019-02-20,Facebook,30.35
2019-02-20,Facebook,1
2019-02-20,Facebook,8.75
2019-02-20,Facebook,0.6
2019-02-20,Facebook,0.42
2019-02-20,Facebook,1.07
2019-02-20,Facebook,2.57
2019-02-20,Facebook,20.83
2019-02-20,Facebook,3.7
2019-02-20,Facebook,3.34
2019-02-20,Facebook,0.76
2019-02-20,Facebook,122.19
2019-02-20,Facebook,8.9
2019-02-20,Facebook,11.38
2019-02-20,Facebook,12.34
2019-02-20,Facebook,124.51
2019-02-20,Facebook,517.09
2019-02-20,Facebook,3.35
2019-02-20,Facebook,1.15
2019-02-20,Facebook,15.8
2019-02-20,Facebook,0.04
2019-02-20,Facebook,30.2
2019-02-20,Facebook,11.16
2019-02-20,Facebook,231.38
2019-02-20,Facebook,2.85
2019-02-20,Facebook,61.65
2019-02-20,Facebook,11.46
2019-02-20,Facebook,0.34
2019-02-20,Facebook,0.52
2019-02-20,Facebook,38.3
2019-02-20,Facebook,0.23
2019-02-20,Facebook,9.83
2019-02-20,Facebook,53.55
2019-02-20,Facebook,16.15
2019-02-20,Facebook,5.15
2019-02-20,Facebook,1.67
2019-02-20,Facebook,52.54
2019-02-20,Facebook,91.8
2019-02-20,Facebook,4.23
2019-02-20,Facebook,0.46
2019-02-20,Facebook,0.23
2019-02-20,Facebook,197.76
2019-02-20,Facebook,77.37
2019-02-20,Facebook,6.03
2019-02-20,Facebook,0.88
2019-02-20,Facebook,8.66
2019-02-20,Facebook,1.23
2019-02-20,Facebook,4.42
2019-02-20,Facebook,30.15
2019-02-20,Facebook,6
2019-02-20,Facebook,2.24
2019-02-20,Facebook,12.64
2019-02-20,Facebook,0.8
2019-02-20,Facebook,0.18
2019-02-20,Facebook,0.09
2019-02-20,Facebook,1.7
2019-02-20,Facebook,36.84
2019-02-20,Facebook,6.68
2019-02-20,Facebook,3.03
2019-02-20,Facebook,4.01
2019-02-20,Facebook,8.11
2019-02-20,Facebook,65.76
2019-02-20,Facebook,18.21
2019-02-20,Facebook,7.14
2019-02-20,Facebook,0.11
2019-02-20,Facebook,138.01
2019-02-20,Facebook,0.07
2019-02-20,Facebook,0.05
2019-02-20,Facebook,0.31
2019-02-20,Facebook,3.38
2019-02-20,Facebook,1.63
2019-02-20,Facebook,0.47
2019-02-20,Facebook,0.42
2019-02-20,Facebook,0.24
2019-02-20,Facebook,0.75
2019-02-20,Facebook,3.26
2019-02-20,Facebook,2.11
2019-02-20,Facebook,2.11
2019-02-20,Facebook,1.58
2019-02-20,Facebook,146.15
2019-02-20,Facebook,5.23
2019-02-20,Facebook,2.07
2019-02-20,Instagram,0.18
2019-02-20,Instagram,0.23
2019-02-20,Instagram,10.97
2019-02-20,Instagram,0.01
2019-02-20,Instagram,0
2019-02-20,Instagram,40.17
2019-02-20,Instagram,16.25
2019-02-20,Instagram,34.75
2019-02-20,Instagram,19.38
2019-02-20,Instagram,3.54
2019-02-20,Instagram,269.79
2019-02-20,Instagram,67.62
2019-02-20,Instagram,0.02
2019-02-20,Instagram,37.55
2019-02-20,Instagram,0.009994
2019-02-20,Instagram,17.880006
2019-02-20,Instagram,12.85
2019-02-20,Instagram,49.15
2019-02-20,Instagram,13.68
2019-02-20,Instagram,27.37
2019-02-20,Instagram,1.46
2019-02-20,Instagram,7.49
2019-02-20,Instagram,101.7
2019-02-20,Instagram,7.17
2019-02-20,Instagram,8.54
2019-02-20,Instagram,13.9
2019-02-20,Instagram,20.64
2019-02-20,Instagram,1.97
2019-02-20,Instagram,0.34
2019-02-20,Instagram,0.8
2019-02-20,Instagram,14.98
2019-02-20,Instagram,0.8
2019-02-20,Instagram,2.779736
2019-02-20,Instagram,2.409771
2019-02-20,Instagram,89.071535
2019-02-20,Instagram,6.999335
2019-02-20,Instagram,3.959624
2019-02-20,Instagram,0.5695
2019-02-20,Instagram,0.369676
2019-02-20,Instagram,0.749342
2019-02-20,Instagram,1.878352
2019-02-20,Instagram,19.22313
2019-02-20,Instagram,5.51
2019-02-20,Instagram,1.2
2019-02-20,Instagram,20.68
2019-02-20,Instagram,1.98
2019-02-20,Instagram,2.54
2019-02-20,Instagram,1.13
2019-02-20,Instagram,4.27
2019-02-20,Instagram,0.5
2019-02-20,Instagram,0.38
2019-02-20,Instagram,0.36
2019-02-20,Instagram,25.31
2019-02-20,Instagram,101.73
2019-02-20,Instagram,69.48
2019-02-20,Instagram,12.93
2019-02-20,Instagram,41.51
2019-02-20,Instagram,22.51
2019-02-20,Instagram,16.3
2019-02-20,Instagram,1.28
2019-02-20,Instagram,5.91
2019-02-20,Instagram,1.4
2019-02-20,Instagram,0.75
2019-02-20,Instagram,1.79
2019-02-20,Instagram,8.65
2019-02-20,Instagram,0.45
2019-02-20,Instagram,1.11
2019-02-20,Instagram,17.52
2019-02-20,Instagram,8.27
2019-02-20,Instagram,13.39
2019-02-20,Instagram,6.91
2019-02-20,Instagram,1.19
2019-02-20,Instagram,3.42
2019-02-20,Instagram,2.02
2019-02-20,Instagram,23.42
2019-02-20,Instagram,12.81
2019-02-20,Instagram,0.54
2019-02-20,Instagram,0.03
2019-02-20,Instagram,3.81
2019-02-20,Instagram,2.87
2019-02-20,Instagram,41.77
2019-02-20,Instagram,20.97
2019-02-20,Instagram,11.72
2019-02-20,Instagram,3.15
2019-02-20,Instagram,2.85
2019-02-20,Instagram,13.92
2019-02-20,Instagram,0.99
2019-02-20,Instagram,27.73
2019-02-20,Instagram,5.22
2019-02-20,Instagram,43.63
2019-02-20,Instagram,1.71
2019-02-20,Instagram,3.33
2019-02-20,Instagram,2.05
2019-02-20,Instagram,4.21
2019-02-20,Instagram,5.56
2019-02-20,Instagram,37.53
2019-02-20,Instagram,2.17
2019-02-20,Instagram,0.96
2019-02-20,Instagram,37.62
2019-02-20,Instagram,10.71
2019-02-20,Instagram,7.68
2019-02-20,Instagram,11.52
2019-02-20,Instagram,571.65
2019-02-20,Instagram,3.01
2019-02-20,Instagram,3.33
2019-02-20,Instagram,10.94
2019-02-20,Instagram,22.43
2019-02-20,Instagram,3.49
2019-02-20,Instagram,2.29
2019-02-20,Instagram,3.39
2019-02-20,Instagram,5.31
2019-02-20,Instagram,0.11
2019-02-20,Instagram,38.98
2019-02-20,Instagram,3.04
2019-02-20,Instagram,2.62
2019-02-20,Instagram,1.1
2019-02-20,Instagram,35.55
2019-02-20,Instagram,0.32
2019-02-20,Instagram,2.98
2019-02-20,Instagram,0.7
2019-02-20,Instagram,9.51
2019-02-20,Instagram,15.8
2019-02-20,Instagram,3.67
2019-02-20,Instagram,5.4
2019-02-20,Instagram,10.28
2019-02-20,Instagram,13.97
2019-02-20,Media,53.61
2019-02-20,Instagram,21.33
2019-02-20,Instagram,35.48
2019-02-20,Instagram,29.7
2019-02-20,Instagram,79.95
2019-02-20,Instagram,10.82
2019-02-20,Instagram,9.45
2019-02-20,Instagram,9.67
2019-02-20,Instagram,5.77
2019-02-20,Instagram,0.14
2019-02-20,Instagram,1.89
2019-02-20,Instagram,6.18
2019-02-20,Instagram,18.09
2019-02-20,Instagram,22.37
2019-02-20,Instagram,14.15
2019-02-20,Instagram,1.66
2019-02-20,Instagram,5.07
2019-02-20,Instagram,77.07
2019-02-20,Instagram,1.2
2019-02-20,Instagram,1.52
2019-02-20,Instagram,12.99
2019-02-20,Instagram,2.29
2019-02-20,Instagram,12.29
2019-02-20,Instagram,56.43
2019-02-20,Instagram,9.42
2019-02-20,Instagram,30.14
2019-02-20,Instagram,3.05
2019-02-20,Instagram,50.09
2019-02-20,Instagram,0.03
2019-02-20,Instagram,5.25
2019-02-20,Instagram,11.49
2019-02-20,Instagram,53.38
2019-02-20,Instagram,124.79
2019-02-20,Instagram,10.01
2019-02-20,Media,204.37
2019-02-20,Media,321.98
2019-02-20,Facebook,0.1
2019-02-20,Facebook,0.05
2019-02-20,Facebook,150.653603
2019-02-20,Facebook,33.106397
2019-02-20,Facebook,81.744161
2019-02-20,Facebook,21.475839
2019-02-20,Facebook,6.982548
2019-02-20,Facebook,2.387452
2019-02-20,Facebook,3.01
2019-02-20,Facebook,2.39
2019-02-20,Facebook,0.67
2019-02-20,Facebook,3.95
2019-02-20,Facebook,0.23
2019-02-20,Facebook,2.93
2019-02-20,Facebook,2.93
2019-02-20,Facebook,15.83
2019-02-20,Facebook,21.82
2019-02-20,Facebook,2.02
2019-02-20,Instagram,1.31
2019-02-20,Instagram,64.4
2019-02-20,Instagram,10.414209
2019-02-20,Instagram,2.775791
2019-02-20,Instagram,4.8
2019-02-20,Instagram,23.5
2019-02-20,Instagram,0.01
2019-02-20,Instagram,0
2019-02-20,Instagram,7.881677
2019-02-20,Instagram,1.588323
2019-02-20,Instagram,24.09
2019-02-20,Instagram,2.5
2019-02-20,Instagram,0.42
2019-02-20,Instagram,12.28
2019-02-20,Instagram,19.81
2019-02-20,Instagram,3.83
2019-02-20,Instagram,1.37
2019-02-20,Instagram,5.1
2019-02-20,Instagram,0.56
2019-02-20,Instagram,16.1
2019-02-20,Instagram,10.87
2019-02-20,Instagram,0.98
2019-02-20,Instagram,0.08
2019-02-20,Instagram,0.22
2019-02-20,Instagram,2.96
2019-02-20,Instagram,11.38
2019-02-20,Instagram,1.01
2019-02-20,Instagram,5.91
2019-02-20,Instagram,0.65
2019-02-20,Instagram,3.33
2019-02-20,Instagram,0.14
2019-02-20,Instagram,3.65
2019-02-20,Instagram,1.34
2019-02-20,Instagram,0.31
2019-02-20,Instagram,27.66
2019-02-20,Instagram,7.75
2019-02-20,Instagram,3.23
2019-02-20,Instagram,0.63
2019-02-20,Media,4.54
2019-02-20,Media,10.69
2019-02-20,Media,63.45
2019-02-20,Facebook,0.32
2019-02-20,Facebook,5.59
2019-02-20,Facebook,84.39
2019-02-20,Facebook,2.26
2019-02-20,Instagram,17.71
2019-02-20,Instagram,55.08
2019-02-20,Instagram,2.65
2019-02-20,Instagram,5.28
2019-02-20,Instagram,5.4
2019-02-20,Instagram,0.88
2019-02-20,Instagram,11.59
2019-02-20,Instagram,24.53
2019-02-20,Instagram,0.75
2019-02-20,Instagram,13.4
2019-02-20,Instagram,2.96
2019-02-20,Instagram,20.49
2019-02-20,Instagram,12.51
2019-02-20,Instagram,26.38
2019-02-20,Instagram,2.57
2019-02-20,Instagram,8.59
2019-02-20,Instagram,3.35
2019-02-20,Instagram,9.29
2019-02-20,Instagram,16.85
2019-02-20,Instagram,16.64
2019-02-20,Instagram,3.06
2019-02-20,Instagram,0.03
2019-02-20,Instagram,24.71
2019-02-20,Instagram,9.15
2019-02-20,Instagram,27.21
2019-02-20,Instagram,68.77
2019-02-20,Instagram,31.67
2019-02-20,Instagram,10.85
2019-02-20,Instagram,0.73
2019-02-20,Instagram,2.94
2019-02-20,Instagram,0.41
2019-02-20,Instagram,35.03
2019-02-20,Instagram,0.02
2019-02-20,Instagram,3.13
2019-02-20,Instagram,0.02
2019-02-20,Instagram,3.92
2019-02-20,Instagram,4.68
2019-02-20,Instagram,14.98
2019-02-20,Instagram,0
2019-02-20,Instagram,23.46
2019-02-20,Instagram,6.149453
2019-02-20,Instagram,9.259177
2019-02-20,Instagram,201.082117
2019-02-20,Instagram,0.759932
2019-02-20,Instagram,7.639321
2019-02-20,Instagram,1.739606
2019-02-20,Instagram,0.83981
2019-02-20,Instagram,0.149966
2019-02-20,Instagram,1.289708
2019-02-20,Instagram,128.590909
2019-02-20,Instagram,0.39
2019-02-20,Instagram,1.01
2019-02-20,Instagram,0.11
2019-02-20,Instagram,0.08
2019-02-20,Instagram,0.11
2019-02-20,Instagram,106.634567
2019-02-20,Instagram,2.849053
2019-02-20,Instagram,6.297907
2019-02-20,Instagram,2.909033
2019-02-20,Instagram,1.689439
2019-02-20,Instagram,0.58
2019-02-20,Instagram,6.22
2019-02-20,Instagram,87.93
2019-02-20,Instagram,9.03
2019-02-20,Instagram,3.91
2019-02-20,Instagram,23.89
2019-02-20,Instagram,0.03
2019-02-20,Instagram,39.22
2019-02-20,Instagram,0.23
2019-02-20,Instagram,3.77
2019-02-20,Instagram,0.45
2019-02-20,Instagram,18.91
2019-02-20,Instagram,5.48
2019-02-20,Instagram,5.47
2019-02-20,Instagram,46.66
2019-02-20,Instagram,0.16
2019-02-20,Instagram,30.78
2019-02-20,Instagram,16.04
2019-02-20,Instagram,107.1
2019-02-20,Instagram,19.72
2019-02-20,Instagram,9.71
2019-02-20,Instagram,13.77
2019-02-20,Instagram,94.1
2019-02-20,Instagram,0.02
2019-02-20,Instagram,5.9
2019-02-20,Instagram,0.43
2019-02-20,Instagram,62.28
2019-02-20,Instagram,9.29
2019-02-20,Instagram,18.3
2019-02-20,Instagram,4.16
2019-02-20,Instagram,4.05
2019-02-20,Instagram,15.93
2019-02-20,Instagram,3.89
2019-02-20,Instagram,1.83
2019-02-20,Instagram,15.54
2019-02-20,Instagram,15.21
2019-02-20,Instagram,2.54
2019-02-20,Instagram,1.86
2019-02-20,Instagram,8.45
2019-02-20,Instagram,3.82
2019-02-20,Instagram,0.14
2019-02-20,Instagram,0.6
2019-02-20,Instagram,0.14
2019-02-20,Instagram,0.1
2019-02-20,Instagram,22.22
2019-02-20,Instagram,17.97
2019-02-20,Instagram,2.41
2019-02-20,Instagram,23.54
2019-02-20,Instagram,6.15
2019-02-20,Instagram,14.44
2019-02-20,Instagram,3.95
2019-02-20,Instagram,2.82
2019-02-20,Instagram,8.87
2019-02-20,Instagram,9.13
2019-02-20,Instagram,22.11
2019-02-20,Instagram,14.51
2019-02-20,Instagram,25.06
2019-02-20,Instagram,2.39
2019-02-20,Instagram,0.24
2019-02-20,Instagram,4.11
2019-02-20,Instagram,3.6
2019-02-20,Instagram,32.78
2019-02-20,Instagram,2.33
2019-02-20,Instagram,16.61
2019-02-20,Instagram,1.83
2019-02-20,Instagram,2.01
2019-02-20,Instagram,0.23
2019-02-20,Instagram,2.97
2019-02-20,Instagram,1.88
2019-02-20,Instagram,42.21
2019-02-20,Instagram,15
2019-02-20,Instagram,51.89
2019-02-20,Instagram,9.72
2019-02-20,Instagram,106.06
2019-02-20,Instagram,2.74
2019-02-20,Instagram,11.61
2019-02-20,Instagram,5.06
2019-02-20,Instagram,4.66
2019-02-20,Instagram,43.17
2019-02-20,Instagram,1.4
2019-02-20,Instagram,17.89
2019-02-20,Instagram,27.89
2019-02-20,Instagram,10.56
2019-02-20,Instagram,11.13
2019-02-20,Instagram,2.11
2019-02-20,Instagram,0.56
2019-02-20,Instagram,4.67
2019-02-20,Instagram,23.1
2019-02-20,Instagram,3.75
2019-02-20,Instagram,5.42
2019-02-20,Instagram,2.44
2019-02-20,Instagram,7.3
2019-02-20,Instagram,1.39
2019-02-20,Instagram,2.99
2019-02-20,Instagram,14.8
2019-02-20,Instagram,1.45
2019-02-20,Instagram,13.84
2019-02-20,Instagram,18.47
2019-02-20,Instagram,4.12
2019-02-20,Instagram,4.31
2019-02-20,Instagram,0.34
2019-02-20,Instagram,22.69
2019-02-20,Instagram,1.59
2019-02-20,Instagram,0.11
2019-02-20,Instagram,0.2
2019-02-20,Instagram,2.57
2019-02-20,Instagram,21.69
2019-02-20,Instagram,1.01
2019-02-20,Instagram,1.28
2019-02-20,Instagram,12.26
2019-02-20,Instagram,2.69
2019-02-20,Instagram,1.17
2019-02-20,Instagram,3.55
2019-02-20,Instagram,1.28
2019-02-20,Instagram,2.05894
2019-02-20,Instagram,17.37106
2019-02-20,Instagram,2.44
2019-02-20,Instagram,0.49
2019-02-20,Instagram,0.45
2019-02-20,Instagram,0.08
2019-02-20,Instagram,1.88
2019-02-20,Instagram,3.12
2019-02-20,Instagram,2.17
2019-02-20,Instagram,1.22
2019-02-20,Instagram,17.68
2019-02-20,Instagram,1.01
2019-02-20,Instagram,4.31
2019-02-20,Instagram,0.29
2019-02-20,Instagram,6.77
2019-02-20,Instagram,2.99
2019-02-20,Instagram,0.06
2019-02-20,Instagram,0.06
2019-02-20,Instagram,3.12
2019-02-20,Instagram,22.65
2019-02-20,Instagram,1.14
2019-02-20,Instagram,3.78
2019-02-20,Instagram,3.09
2019-02-20,Instagram,1.82
2019-02-20,Instagram,9.02
2019-02-20,Instagram,6.34
2019-02-20,Instagram,24.97
2019-02-20,Instagram,5.73
2019-02-20,Instagram,3.88
2019-02-20,Instagram,6.68
2019-02-20,Instagram,6.47
2019-02-20,Instagram,6
2019-02-20,Instagram,7.12
2019-02-20,Instagram,23.45
2019-02-20,Facebook,28.17
2019-02-20,Facebook,78
2019-02-20,Facebook,43.79
2019-02-20,Facebook,0.5
2019-02-20,Facebook,1.17
2019-02-20,Facebook,41.12
2019-02-20,Media,26.528521
2019-02-20,Media,625.66512
2019-02-20,Media,169.050576
2019-02-20,Media,75.645783
2019-02-20,Media,182.402912
2019-02-20,Media,25.870485
2019-02-20,Media,9.236603
2019-02-20,Media,107.43
2019-02-20,Instagram,0.01
2019-02-20,Instagram,19.05
2019-02-20,Instagram,0.75
2019-02-20,Instagram,6.24
2019-02-20,Instagram,11.32
2019-02-20,Instagram,16.51
2019-02-20,Instagram,49.87
2019-02-20,Instagram,15.76
2019-02-20,Instagram,14.98
2019-02-20,Instagram,0.15
2019-02-20,Instagram,17.61
2019-02-20,Instagram,0.41
2019-02-20,Instagram,93.84
2019-02-20,Instagram,39.88
2019-02-20,Instagram,17.69
2019-02-20,Instagram,11.9
2019-02-20,Instagram,56.19
2019-02-20,Instagram,0
2019-02-20,Instagram,18.83
2019-02-20,Instagram,9.83
2019-02-20,Instagram,90.63
2019-02-20,Media,614.040637
2019-02-20,Media,5.729913
2019-02-20,Media,2.939955
2019-02-20,Media,33.129495
2019-02-20,Media,509.68
2019-02-20,Media,100.53
2019-02-20,Media,515.19
2019-02-21,Media,109.4
2019-02-21,Media,151.8
2019-02-21,Media,134.98
2019-02-21,Media,54.76
2019-02-21,Media,261.94
2019-02-21,Facebook,4.39
2019-02-21,Facebook,18.86
2019-02-21,Facebook,21.63
2019-02-21,Facebook,4.34
2019-02-21,Facebook,28.87
2019-02-21,Facebook,3.51
2019-02-21,Facebook,4.23
2019-02-21,Facebook,23.27
2019-02-21,Facebook,1.14
2019-02-21,Facebook,0.33
2019-02-21,Facebook,0
2019-02-21,Facebook,27.64
2019-02-21,Facebook,1.04
2019-02-21,Facebook,1.61
2019-02-21,Facebook,2.87
2019-02-21,Facebook,2.65
2019-02-21,Facebook,0.19
2019-02-21,Facebook,11.36
2019-02-21,Facebook,25.78
2019-02-21,Facebook,10.58
2019-02-21,Facebook,0.48
2019-02-21,Facebook,3.08
2019-02-21,Facebook,143.08
2019-02-21,Facebook,7.49
2019-02-21,Facebook,24.41
2019-02-21,Facebook,131.02
2019-02-21,Facebook,524.47
2019-02-21,Facebook,2.01
2019-02-21,Facebook,25.68
2019-02-21,Facebook,4.94
2019-02-21,Facebook,178.64
2019-02-21,Facebook,6.05
2019-02-21,Facebook,86.82
2019-02-21,Facebook,26.93
2019-02-21,Facebook,2.92
2019-02-21,Facebook,1.08
2019-02-21,Facebook,48.42
2019-02-21,Facebook,0.47
2019-02-21,Facebook,0.94
2019-02-21,Facebook,2.05
2019-02-21,Facebook,19.55
2019-02-21,Facebook,31.45
2019-02-21,Facebook,145.69
2019-02-21,Facebook,1.22
2019-02-21,Facebook,0.12
2019-02-21,Facebook,0.51
2019-02-21,Facebook,211.14
2019-02-21,Facebook,102.29
2019-02-21,Facebook,13.72
2019-02-21,Facebook,9.52
2019-02-21,Facebook,0.64
2019-02-21,Facebook,4.13
2019-02-21,Facebook,9.79
2019-02-21,Facebook,112.75
2019-02-21,Facebook,13.12
2019-02-21,Facebook,4.4
2019-02-21,Facebook,3.14
2019-02-21,Facebook,26.89
2019-02-21,Facebook,1.39
2019-02-21,Facebook,1.3
2019-02-21,Facebook,19.33
2019-02-21,Facebook,2.75
2019-02-21,Facebook,4.26
2019-02-21,Facebook,116.58
2019-02-21,Facebook,14.67
2019-02-21,Facebook,7.54
2019-02-21,Facebook,0.24
2019-02-21,Facebook,2.17
2019-02-21,Facebook,181.79
2019-02-21,Facebook,1.81
2019-02-21,Facebook,1.22
2019-02-21,Facebook,3.19
2019-02-21,Facebook,5.91
2019-02-21,Facebook,3.91
2019-02-21,Facebook,187.35
2019-02-21,Facebook,12.61
2019-02-21,Facebook,3.25
2019-02-21,Facebook,35.91
2019-02-21,Facebook,6.73
2019-02-21,Facebook,3.96
2019-02-21,Instagram,0.16
2019-02-21,Instagram,4.65
2019-02-21,Instagram,0.019995
2019-02-21,Instagram,36.730005
2019-02-21,Instagram,8.67
2019-02-21,Instagram,25.13
2019-02-21,Instagram,12.2
2019-02-21,Instagram,2.65
2019-02-21,Instagram,262.85
2019-02-21,Instagram,97.73
2019-02-21,Instagram,0.15
2019-02-21,Instagram,66.26
2019-02-21,Instagram,0
2019-02-21,Instagram,23.85
2019-02-21,Instagram,12.6
2019-02-21,Instagram,25.77
2019-02-21,Instagram,13.64
2019-02-21,Instagram,45.99
2019-02-21,Instagram,1.27
2019-02-21,Instagram,4.72
2019-02-21,Instagram,88.54
2019-02-21,Instagram,8.55
2019-02-21,Instagram,14.26
2019-02-21,Instagram,10.96
2019-02-21,Instagram,1.31
2019-02-21,Instagram,0.48
2019-02-21,Instagram,0.44
2019-02-21,Instagram,0.61
2019-02-21,Instagram,3.16937
2019-02-21,Instagram,85.722951
2019-02-21,Instagram,5.458914
2019-02-21,Instagram,1.60968
2019-02-21,Instagram,4.599085
2019-02-21,Instagram,2.28
2019-02-21,Instagram,0.71
2019-02-21,Instagram,0.82
2019-02-21,Instagram,19.65
2019-02-21,Instagram,1.28
2019-02-21,Instagram,6.69
2019-02-21,Instagram,3.34
2019-02-21,Instagram,39.06
2019-02-21,Instagram,1.65
2019-02-21,Instagram,3.16
2019-02-21,Instagram,0.84
2019-02-21,Instagram,0.38
2019-02-21,Instagram,0.35
2019-02-21,Instagram,0.58
2019-02-21,Instagram,5.88
2019-02-21,Instagram,24.12
2019-02-21,Instagram,108.9
2019-02-21,Instagram,32
2019-02-21,Instagram,7.24
2019-02-21,Instagram,59.87
2019-02-21,Instagram,8.4
2019-02-21,Instagram,15.08
2019-02-21,Instagram,3.79
2019-02-21,Instagram,17.32
2019-02-21,Instagram,19.92
2019-02-21,Instagram,2.3
2019-02-21,Instagram,4.89
2019-02-21,Instagram,2.32
2019-02-21,Instagram,3.19
2019-02-21,Instagram,5.62
2019-02-21,Instagram,22.14
2019-02-21,Instagram,9.19
2019-02-21,Instagram,12.22
2019-02-21,Instagram,10.34
2019-02-21,Instagram,4.05
2019-02-21,Instagram,7.43
2019-02-21,Instagram,3.49
2019-02-21,Instagram,29.74
2019-02-21,Instagram,23.41
2019-02-21,Instagram,1.64
2019-02-21,Instagram,3.88
2019-02-21,Instagram,30.52
2019-02-21,Instagram,19.51
2019-02-21,Instagram,3
2019-02-21,Instagram,1.12
2019-02-21,Instagram,0.65
2019-02-21,Instagram,2.92
2019-02-21,Instagram,6.71
2019-02-21,Instagram,5.9
2019-02-21,Instagram,63.34
2019-02-21,Instagram,4.47
2019-02-21,Instagram,17.9
2019-02-21,Instagram,3.97
2019-02-21,Instagram,5.18
2019-02-21,Instagram,3.13
2019-02-21,Instagram,22.77
2019-02-21,Instagram,2.58
2019-02-21,Instagram,18.29
2019-02-21,Instagram,3.64
2019-02-21,Instagram,11.81
2019-02-21,Instagram,18.4
2019-02-21,Instagram,604.16
2019-02-21,Instagram,3.59
2019-02-21,Instagram,4.76
2019-02-21,Instagram,18.55
2019-02-21,Instagram,2.05
2019-02-21,Instagram,0.64
2019-02-21,Instagram,43.28
2019-02-21,Instagram,1.23
2019-02-21,Instagram,2.76
2019-02-21,Instagram,0.24
2019-02-21,Instagram,1.67
2019-02-21,Instagram,2.19
2019-02-21,Instagram,5.14
2019-02-21,Instagram,15.54
2019-02-21,Instagram,5.25
2019-02-21,Instagram,6.85
2019-02-21,Instagram,9.88
2019-02-21,Instagram,2.54
2019-02-21,Instagram,3.02
2019-02-21,Instagram,21.94
2019-02-21,Instagram,6.46
2019-02-21,Instagram,0.46
2019-02-21,Instagram,14.64
2019-02-21,Instagram,3.72
2019-02-21,Instagram,3.54
2019-02-21,Instagram,40.8
2019-02-21,Instagram,11.48
2019-02-21,Media,54.72
2019-02-21,Instagram,21.81
2019-02-21,Instagram,25.65
2019-02-21,Instagram,18.99
2019-02-21,Instagram,84.53
2019-02-21,Instagram,26.39
2019-02-21,Instagram,51.49
2019-02-21,Instagram,20.05
2019-02-21,Instagram,22.82
2019-02-21,Instagram,0.88
2019-02-21,Instagram,9.6
2019-02-21,Instagram,22.85
2019-02-21,Instagram,14.45
2019-02-21,Instagram,2.57
2019-02-21,Instagram,5.5
2019-02-21,Instagram,59.37
2019-02-21,Instagram,1.66
2019-02-21,Instagram,0.99
2019-02-21,Instagram,15.47
2019-02-21,Instagram,2.46
2019-02-21,Instagram,4.92
2019-02-21,Instagram,47.31
2019-02-21,Instagram,17.84
2019-02-21,Instagram,0.14
2019-02-21,Instagram,1.28
2019-02-21,Instagram,42.09
2019-02-21,Instagram,17.53
2019-02-21,Instagram,51.84
2019-02-21,Instagram,99.7
2019-02-21,Instagram,13.77
2019-02-21,Instagram,17.49
2019-02-21,Media,134.9
2019-02-21,Media,348.98
2019-02-21,Facebook,43.193839
2019-02-21,Facebook,167.136161
2019-02-21,Facebook,13.045551
2019-02-21,Facebook,45.604449
2019-02-21,Facebook,6.7
